Area,Category,Primary Production,Emissions|CO2,Emissions|CH4,Emissions|N2O,Land Use,Species,Product Type,Conversion,Protein Production,Emissions|CO2|Replacement,Land Use|Replacement
"China, Hong Kong SAR",cow_milk,60.0,3.6514062982493135e-08,2.567761171748015e-06,1.1364256338987194e-07,5.34e-07,Cattle,Milk,29.656718945182533,2.0231503056998306,4.0463006113996616e-09,1.6185202445598646e-08
"China, Taiwan Province of",cow_milk,431879.0,0.0002628276167802692,0.018482702118222685,0.000817997277237575,0.0038437231000000003,Cattle,Milk,29.656718945182533,14562.60218125562,2.912520436251124e-05,0.00011650081745004496
"China, mainland",cow_milk,32012400.0,0.019481713163679387,1.370003295574436,0.06063285327103228,0.28491036000000003,Cattle,Milk,29.656718945182533,1079431.6141030877,0.0021588632282061753,0.008635452912824701
Colombia,cow_milk,21847085.0,0.009693030418454839,1.5665446509379528,0.05740938608474739,0.1944390565,Cattle,Milk,29.656718945182533,736665.6116066697,0.0014733312232133396,0.005893324892853358
Comoros,cow_milk,13414.0,2.6868251019593747e-06,0.0018405035738384705,7.1292894374425e-05,0.00011938460000000001,Cattle,Milk,29.656718945182533,452.3089700109588,9.046179400219176e-07,3.6184717600876702e-06
Congo,cow_milk,5188.0,1.039156748841899e-06,0.0007118333488201866,2.757324705639757e-05,4.61732e-05,Cattle,Milk,29.656718945182533,174.93506309951204,3.498701261990241e-07,1.3994805047960963e-06
Costa Rica,cow_milk,1189045.0,0.0005275508999901651,0.08526044021316885,0.0031245515581203834,0.0105825005,Cattle,Milk,29.656718945182533,40093.61258734758,8.018722517469517e-05,0.0003207489006987807
Croatia,cow_milk,599000.0,0.0002443754263764514,0.014374958515719564,0.000739022281424686,0.0053311,Cattle,Milk,29.656718945182533,20197.783885236644,4.0395567770473284e-05,0.00016158227108189314
Cuba,cow_milk,438442.0,0.00019452625568711692,0.03143847199049841,0.0011521301836729622,0.0039021338,Cattle,Milk,29.656718945182533,14783.901105527419,2.9567802211054834e-05,0.00011827120884421934
Cyprus,cow_milk,238760.0,0.00010976665156404228,0.019128489998065407,0.001902768309444614,0.002124964,Cattle,Milk,29.656718945182533,8050.789449814859,1.6101578899629717e-05,6.440631559851887e-05
Czechia,cow_milk,3155790.0,0.001063233911037099,0.08701013945718368,0.0035714515450157394,0.028086531,Cattle,Milk,29.656718945182533,106410.62505374114,0.00021282125010748228,0.0008512850004299291
Democratic People's Republic of Korea,cow_milk,83346.0,5.072168488898122e-05,0.003566877043675167,0.00015786088480487112,0.0007417794000000001,Cattle,Milk,29.656718945182533,2810.3580896476346,5.620716179295269e-06,2.2482864717181075e-05
Democratic Republic of the Congo,cow_milk,7978.0,1.597993936441918e-06,0.0010946427249204798,4.240157382728215e-05,7.10042e-05,Cattle,Milk,29.656718945182533,269.01155231455414,5.380231046291082e-07,2.152092418516433e-06
Denmark,cow_milk,5615000.0,0.002290764639572245,0.13475023717156154,0.006927562788313207,0.049973500000000004,Cattle,Milk,29.656718945182533,189333.14944174248,0.00037866629888348496,0.0015146651955339398
Djibouti,cow_milk,8855.0,1.7736570954115299e-06,0.0012149738442179554,4.706266435705483e-05,7.88095e-05,Cattle,Milk,29.656718945182533,298.5832659495333,5.971665318990666e-07,2.3886661275962665e-06
Dominica,cow_milk,7021.0,3.1150502031722504e-06,0.0005034406189308719,1.8449660433005663e-05,6.24869e-05,Cattle,Milk,29.656718945182533,236.74230493864184,4.734846098772837e-07,1.8939384395091348e-06
Dominican Republic,cow_milk,916503.0,0.00040663051650163465,0.06571782332602205,0.0024083704793948137,0.008156876700000001,Cattle,Milk,29.656718945182533,30903.722077080198,6.180744415416039e-05,0.00024722977661664156
Ecuador,cow_milk,2400000.0,0.0010648227442833502,0.1720919363956833,0.006306677829257026,0.02136,Cattle,Milk,29.656718945182533,80926.01222799323,0.00016185202445598645,0.0006474080978239458
Egypt,cow_milk,2429099.0,0.0011167451145399714,0.19460963279364502,0.01935840424570113,0.0216189811,Cattle,Milk,29.656718945182533,81907.20640708588,0.00016381441281417176,0.000655257651256687
El Salvador,cow_milk,313295.0,0.00013900151736260507,0.022464809672118998,0.0008232710960487833,0.0027883255,Cattle,Milk,29.656718945182533,10564.047917070475,2.1128095834140948e-05,8.451238333656379e-05
Eritrea,cow_milk,120000.0,2.4036008068818022e-05,0.016464919402163148,0.0006377774955219175,0.001068,Cattle,Milk,29.656718945182533,4046.300611399661,8.092601222799322e-06,3.237040489119729e-05
Estonia,cow_milk,820800.0,0.00033486368943203893,0.01969777287095596,0.0010126702647635763,0.00730512,Cattle,Milk,29.656718945182533,27676.696181973683,5.535339236394736e-05,0.00022141356945578944
Eswatini,cow_milk,40116.0,8.035237497405865e-06,0.0055042225561431415,0.000213209016752977,0.0003570324,Cattle,Milk,29.656718945182533,1352.6782943909068,2.7053565887818136e-06,1.0821426355127254e-05
Ethiopia,cow_milk,3300000.0,0.0006609902218924956,0.45278528355948655,0.01753888112685273,0.02937,Cattle,Milk,29.656718945182533,111273.26681349069,0.00022254653362698137,0.0008901861345079255
Fiji,cow_milk,10767.0,5.453728263670709e-06,0.00029121089584313765,1.790736271543997e-05,9.582630000000001e-05,Cattle,Milk,29.656718945182533,363.0543223578346,7.261086447156692e-07,2.9044345788626768e-06
Finland,cow_milk,2374360.0,0.0009686731842590837,0.05698051168845394,0.002929390557802199,0.021131804,Cattle,Milk,29.656718945182533,80061.45266402417,0.00016012290532804835,0.0006404916213121934
France,cow_milk,24930810.0,0.010171080673890316,0.5982960926766051,0.030758637869725165,0.221884209,Cattle,Milk,29.656718945182533,840646.2645474066,0.0016812925290948131,0.0067251701163792525
French Polynesia,cow_milk,1194.0,6.047879211314969e-07,3.22936574381635e-05,1.985826235927865e-06,1.0626600000000001e-05,Cattle,Milk,29.656718945182533,40.26069108342663,8.052138216685327e-08,3.2208552866741307e-07
Gabon,cow_milk,10891.0,2.181468032312476e-06,0.0014943286434079901,5.78836225310767e-05,9.69299e-05,Cattle,Milk,29.656718945182533,367.2354996562809,7.344709993125618e-07,2.937883997250247e-06
Gambia,cow_milk,76180.0,1.525885912235464e-05,0.010452479667139903,0.00040488241340716393,0.000678002,Cattle,Milk,29.656718945182533,2568.7265048035515,5.137453009607103e-06,2.054981203842841e-05
Georgia,cow_milk,552000.0,0.0002537744666751187,0.04422401775394582,0.00439909577321757,0.0049128,Cattle,Milk,29.656718945182533,18612.98281243844,3.7225965624876876e-05,0.0001489038624995075
Germany,cow_milk,33080180.0,0.013495798150433657,0.7938668033264374,0.0408130051645063,0.294413602,Cattle,Milk,29.656718945182533,1115436.271326757,0.0022308725426535138,0.008923490170614055
Ghana,cow_milk,46254.0,9.264679310125906e-06,0.006346403183563785,0.00024583133564892306,0.0004116606,Cattle,Milk,29.656718945182533,1559.6465706639995,3.119293141327999e-06,1.2477172565311996e-05
Greece,cow_milk,659380.0,0.00026900879573306266,0.015823973532713136,0.0008135167144003494,0.005868482,Cattle,Milk,29.656718945182533,22233.747476205906,4.446749495241181e-05,0.00017786997980964725
Grenada,cow_milk,560.0,2.484586403327817e-07,4.015478515899277e-05,1.4715581601599728e-06,4.984e-06,Cattle,Milk,29.656718945182533,18.88273618653175,3.7765472373063505e-08,1.5106188949225402e-07
Guatemala,cow_milk,507569.0,0.00022519625645548154,0.036395221693508575,0.0013337808996325667,0.0045173641,Cattle,Milk,29.656718945182533,17114.806291895955,3.4229612583791914e-05,0.00013691845033516765
Guinea,cow_milk,225359.0,4.5139422853173005e-05,0.030920981429600706,0.0011977408217776983,0.0020056951,Cattle,Milk,29.656718945182533,7598.918829036802,1.5197837658073603e-05,6.0791350632294413e-05
Guinea-Bissau,cow_milk,19649.0,3.935696021201711e-06,0.0026959933444425307,0.0001044307500792513,0.0001748761,Cattle,Milk,29.656718945182533,662.5480059449329,1.3250960118898658e-06,5.300384047559463e-06
Guyana,cow_milk,55000.0,2.4402187889826776e-05,0.003943773542401076,0.0001445280335871402,0.0004895,Cattle,Milk,29.656718945182533,1854.5544468915114,3.709108893783023e-06,1.4836435575132091e-05
Haiti,cow_milk,49482.0,2.1953982930261972e-05,0.0035481054986380004,0.00013002793014470673,0.0004403898,Cattle,Milk,29.656718945182533,1668.4920571106504,3.336984114221301e-06,1.3347936456885204e-05
Honduras,cow_milk,696088.0,0.00030883763934279524,0.049912971592416,0.0018291678153382772,0.0061951832,Cattle,Milk,29.656718945182533,23471.51083323306,4.6943021666466114e-05,0.00018777208666586446
Hungary,cow_milk,1962780.0,0.0006612905978868673,0.05411696010310286,0.0022213054935613565,0.017468742,Cattle,Milk,29.656718945182533,66183.31595035856,0.00013236663190071714,0.0005294665276028685
Iceland,cow_milk,156394.0,6.380442476246869e-05,0.0037531840769740327,0.0001929526722556466,0.0013919066,Cattle,Milk,29.656718945182533,5273.476148493655,1.054695229698731e-05,4.218780918794924e-05
India,cow_milk,90000000.0,0.07383958336939421,7.622630385588921,0.31297102213491085,0.801,Cattle,Milk,29.656718945182533,3034725.458549746,0.006069450917099492,0.02427780366839797
Indonesia,cow_milk,996442.0,0.0006064024324400237,0.04264375129164893,0.0018873037191555132,0.008868333800000001,Cattle,Milk,29.656718945182533,33599.19894853584,6.719839789707168e-05,0.00026879359158828674
Iran (Islamic Republic of),cow_milk,6800000.0,0.00557899074346534,0.5759320735778296,0.023646699450193265,0.060520000000000004,Cattle,Milk,29.656718945182533,229290.36797931415,0.0004585807359586283,0.0018343229438345131
Iraq,cow_milk,281848.0,0.00012957577152798705,0.02258052709404732,0.0022461527998004086,0.0025084472,Cattle,Milk,29.656718945182533,9503.681122681432,1.9007362245362863e-05,7.602944898145145e-05
Ireland,cow_milk,8244870.0,0.003363678834170973,0.19786254460350716,0.010172191381385559,0.073379343,Cattle,Milk,29.656718945182533,278010.1876825894,0.0005560203753651788,0.002224081501460715
Israel,cow_milk,1542070.0,0.0007089456373653991,0.12354444032215078,0.012289336266314524,0.013724423000000001,Cattle,Milk,29.656718945182533,51997.323198508966,0.00010399464639701792,0.0004159785855880717
Italy,cow_milk,12494400.0,0.005097369494687703,0.2998438759245518,0.015415091808067773,0.11120016,Cattle,Milk,29.656718945182533,421300.81965893274,0.0008426016393178655,0.003370406557271462
Jamaica,cow_milk,12769.0,5.665300675730874e-06,0.0009156008065985334,3.355415383407623e-05,0.0001136441,Cattle,Milk,29.656718945182533,430.56010422468563,8.611202084493712e-07,3.444480833797485e-06
Japan,cow_milk,7313530.0,0.004450778250739217,0.3129899727069043,0.013852138277145503,0.065090417,Cattle,Milk,29.656718945182533,246606.1742540814,0.0004932123485081628,0.001972849394032651
Jordan,cow_milk,200520.0,9.21863334378529e-05,0.01606485514496597,0.0015980193558796866,0.0017846280000000001,Cattle,Milk,29.656718945182533,6761.368321648834,1.3522736643297668e-05,5.409094657319067e-05
Kazakhstan,cow_milk,5819317.0,0.0026753515726240067,0.46622025058666444,0.04637632756832092,0.0517919213,Cattle,Milk,29.656718945182533,196222.54945857034,0.00039244509891714065,0.0015697803956685626
Kenya,cow_milk,3983250.0,0.0007978452428343282,0.546532418405553,0.02117022674198065,0.035450925,Cattle,Milk,29.656718945182533,134311.8909196475,0.00026862378183929497,0.0010744951273571799
Kuwait,cow_milk,50705.0,2.331093176224981e-05,0.004062280471401854,0.00040408723040035664,0.0004512745,Cattle,Milk,29.656718945182533,1709.7306041751651,3.4194612083503302e-06,1.3677844833401321e-05
Kyrgyzstan,cow_milk,1498738.0,0.0006890243417314023,0.12007285492846603,0.011944007248116943,0.0133387682,Cattle,Milk,29.656718945182533,50536.20404773254,0.00010107240809546508,0.0004042896323818603
Lao People's Democratic Republic,cow_milk,8897.0,5.414426972587357e-06,0.00038075618575070155,1.6851298107994844e-05,7.91833e-05,Cattle,Milk,29.656718945182533,299.9994711635232,5.999989423270465e-07,2.399995769308186e-06
Latvia,cow_milk,978900.0,0.00039936411499149965,0.023491897981699303,0.001207727731697204,0.00871221,Cattle,Milk,29.656718945182533,33007.697237492735,6.601539447498547e-05,0.0002640615778999419
Lebanon,cow_milk,350000.0,0.00016090772343531077,0.02804059096717579,0.002789281740264763,0.003115,Cattle,Milk,29.656718945182533,11801.710116582346,2.360342023316469e-05,9.441368093265876e-05
Lesotho,cow_milk,180000.0,3.6054012103227035e-05,0.02469737910324472,0.0009566662432828764,0.0016020000000000001,Cattle,Milk,29.656718945182533,6069.450917099492,1.2138901834198983e-05,4.855560733679593e-05
Liberia,cow_milk,9486.0,1.9000464378400644e-06,0.001301551878740997,5.041631102100757e-05,8.44254e-05,Cattle,Milk,29.656718945182533,319.86006333114324,6.397201266622864e-07,2.5588805066491457e-06
Libya,cow_milk,153839.0,3.0813962044157463e-05,0.021107889465911474,0.0008176254344466356,0.0013691671,Cattle,Milk,29.656718945182533,5187.323664642604,1.0374647329285208e-05,4.149858931714083e-05
Lithuania,cow_milk,1547430.0,0.0006313086244369152,0.03713562947575948,0.0019091573438146942,0.013772127,Cattle,Milk,29.656718945182533,52178.05795915148,0.00010435611591830297,0.00041742446367321187
Luxembourg,cow_milk,421260.0,0.00017186242423262757,0.010109507553141944,0.0005197337667328267,0.0037492140000000003,Cattle,Milk,29.656718945182533,14204.538296318511,2.840907659263702e-05,0.00011363630637054808
Madagascar,cow_milk,531390.0,0.00010643745273074341,0.07291077934262896,0.002824238194544931,0.0047293710000000004,Cattle,Milk,29.656718945182533,17918.03068243055,3.58360613648611e-05,0.0001433442454594444
Malawi,cow_milk,61219.0,1.2262169816374754e-05,0.008399715840675214,0.0003253675041529689,0.0005448491000000001,Cattle,Milk,29.656718945182533,2064.253976077299,4.1285079521545975e-06,1.651403180861839e-05
Malaysia,cow_milk,40600.0,2.4707849284820356e-05,0.0017375183928828235,7.689813456048002e-05,0.00036134000000000003,Cattle,Milk,29.656718945182533,1368.9983735235521,2.7379967470471044e-06,1.0951986988188418e-05
Mali,cow_milk,276634.0,5.5409808800911706e-05,0.03795630428248334,0.001470257830801751,0.0024620426,Cattle,Milk,29.656718945182533,9327.869361116116,1.8655738722232233e-05,7.462295488892893e-05
Malta,cow_milk,41270.0,1.6837018107773203e-05,0.0009904082436456537,5.091727805408478e-05,0.00036730300000000003,Cattle,Milk,29.656718945182533,1391.5902186038668,2.783180437207734e-06,1.1132721748830936e-05
Mauritania,cow_milk,148044.0,2.9653223154500794e-05,0.020312771066448673,0.0007868260962253897,0.0013175916,Cattle,Milk,29.656718945182533,4991.9210642837625,9.983842128567523e-06,3.9935368514270094e-05
Mauritius,cow_milk,2500.0,5.007501681003754e-07,0.0003430191542117322,1.3287031156706614e-05,2.2250000000000002e-05,Cattle,Milk,29.656718945182533,84.2979294041596,1.685958588083192e-07,6.743834352332768e-07
Mexico,cow_milk,12275865.0,0.00544650844072997,0.8802405744924978,0.0322583023460218,0.1092551985,Cattle,Milk,29.656718945182533,413932.00045799755,0.0008278640009159951,0.0033114560036639805
Mongolia,cow_milk,627895.0,0.0003821166262732088,0.026871406682245334,0.0011892599556613942,0.0055882655,Cattle,Milk,29.656718945182533,21172.09935328992,4.234419870657984e-05,0.00016937679482631937
Montenegro,cow_milk,165750.0,6.7621413892983e-05,0.00397771180965028,0.00020449573146267395,0.001475175,Cattle,Milk,29.656718945182533,5588.952719495782,1.1177905438991563e-05,4.471162175596625e-05
Morocco,cow_milk,2550000.0,0.001172327699314407,0.20429573418942365,0.02032190982192899,0.022695,Cattle,Milk,29.656718945182533,85983.8879922428,0.0001719677759844856,0.0006878711039379424
Mozambique,cow_milk,842062.0,0.00016866507522037534,0.11553735801353586,0.004475401611951473,0.0074943518,Cattle,Milk,29.656718945182533,28393.63321197018,5.678726642394036e-05,0.00022714906569576144
Myanmar,cow_milk,2300000.0,0.0013997057476622368,0.09843084491700724,0.004356298263278425,0.020470000000000002,Cattle,Milk,29.656718945182533,77554.09505182684,0.00015510819010365368,0.0006204327604146147
Namibia,cow_milk,111549.0,2.234327220057151e-05,0.015305377453265807,0.0005928620153997864,0.0009927861,Cattle,Milk,29.656718945182533,3761.3398908418403,7.52267978168368e-06,3.009071912673472e-05
Nepal,cow_milk,795530.0,0.0006526844861983798,0.06737812389608394,0.002766420413766507,0.007080217000000001,Cattle,Milk,29.656718945182533,26824.612711556438,5.3649225423112876e-05,0.0002145969016924515
Netherlands,cow_milk,14555000.0,0.005938037280315943,0.3492946931490789,0.017957377806571456,0.1295395,Cattle,Milk,29.656718945182533,490782.54499101726,0.0009815650899820346,0.0039262603599281385
New Caledonia,cow_milk,445.0,2.2540253342003027e-07,1.203574335006931e-05,7.401111180803183e-07,3.9605000000000005e-06,Cattle,Milk,29.656718945182533,15.005031433940411,3.0010062867880826e-08,1.200402514715233e-07
New Zealand,cow_milk,21872000.0,0.01107866114823124,0.591563547309474,0.036376877246410616,0.1946608,Cattle,Milk,29.656718945182533,737505.7247711116,0.0014750114495422231,0.0059000457981688926
Nicaragua,cow_milk,597243.0,0.00026498247094334203,0.04282529348698628,0.0015694246611578978,0.0053154627,Cattle,Milk,29.656718945182533,20138.5393004514,4.0277078600902805e-05,0.00016110831440361122
Niger,cow_milk,776267.0,0.00015548633229630964,0.10650977991299151,0.0041257135259692695,0.0069087763,Cattle,Milk,29.656718945182533,26175.080305911506,5.2350160611823014e-05,0.00020940064244729206
Nigeria,cow_milk,523599.0,0.00010487691490687539,0.0718417944504435,0.002782830490648171,0.0046600311,Cattle,Milk,29.656718945182533,17655.324615235426,3.531064923047085e-05,0.0001412425969218834
Niue,cow_milk,56.0,2.836526263263302e-08,1.5146103991098456e-06,9.31375789044895e-08,4.984e-07,Cattle,Milk,29.656718945182533,1.8882736186531752,3.77654723730635e-09,1.51061889492254e-08
North Macedonia,cow_milk,390903.0,0.00015947760817501498,0.009380992335008892,0.00048228051231344576,0.0034790367000000003,Cattle,Milk,29.656718945182533,13180.92539914968,2.636185079829936e-05,0.00010544740319319744
Norway,cow_milk,1552396.0,0.000633334615033552,0.03725480484135057,0.0019152841963181245,0.0138163244,Cattle,Milk,29.656718945182533,52345.507366119906,0.0001046910147322398,0.0004187640589289592
Oman,cow_milk,99960.0,4.5955245813124755e-05,0.008008392780225406,0.0007966188650196164,0.000889644,Cattle,Milk,29.656718945182533,3370.5684092959177,6.741136818591835e-06,2.696454727436734e-05
Pakistan,cow_milk,20606000.0,0.016905982832330413,1.7452435747271702,0.0716564542456886,0.1833934,Cattle,Milk,29.656718945182533,694817.2533208452,0.0013896345066416905,0.005558538026566762
Palestine,cow_milk,80777.0,3.713612335981171e-05,0.006471528047301598,0.0006437423175239051,0.0007189153,Cattle,Milk,29.656718945182533,2723.7335373919204,5.4474670747838415e-06,2.1789868299135366e-05
Panama,cow_milk,174952.0,7.762202864910862e-05,0.012544928523457328,0.00045973579149340637,0.0015570728000000001,Cattle,Milk,29.656718945182533,5899.236538046613,1.1798473076093225e-05,4.71938923043729e-05
Papua New Guinea,cow_milk,163.0,8.256317516284254e-08,4.4085981259804435e-06,2.7109688145413904e-07,1.4507000000000001e-06,Cattle,Milk,29.656718945182533,5.496224997151207,1.0992449994302413e-08,4.396979997720965e-08
Paraguay,cow_milk,326972.0,0.0001450696759765898,0.0234455185946539,0.0008592112763282618,0.0029100508000000002,Cattle,Milk,29.656718945182533,11025.22502925475,2.2050450058509504e-05,8.820180023403802e-05
Peru,cow_milk,2129366.0,0.000944748894876525,0.1526861325979711,0.005595510559405716,0.0189513574,Cattle,Milk,29.656718945182533,71800.4578974471,0.00014360091579489418,0.0005744036631795767
Philippines,cow_milk,14807.0,9.01106217636293e-06,0.0006336806611678809,2.804509060189723e-05,0.00013178230000000001,Cattle,Milk,29.656718945182533,499.27977627495653,9.985595525499131e-07,3.994238210199653e-06
Poland,cow_milk,14502760.0,0.0048862016280019896,0.399864113300969,0.016412975707823546,0.129074564,Cattle,Milk,29.656718945182533,489021.05545818794,0.0009780421109163758,0.003912168443665503
Portugal,cow_milk,1972870.0,0.0008048763730138726,0.04734544976111463,0.0024340482276365943,0.017558543,Cattle,Milk,29.656718945182533,66523.54239343375,0.00013304708478686748,0.0005321883391474699
Puerto Rico,cow_milk,333028.0,0.00014775657870133148,0.023879763914159007,0.0008751251267174204,0.0029639492,Cattle,Milk,29.656718945182533,11229.428333443386,2.2458856666886772e-05,8.983542666754709e-05
Qatar,cow_milk,7500.0,3.448022645042374e-06,0.0006008698064394812,5.97703230056735e-05,6.675e-05,Cattle,Milk,29.656718945182533,252.89378821247882,5.057875764249576e-07,2.0231503056998305e-06
Republic of Korea,cow_milk,1806774.0,0.0010995443271855177,0.07732273538873081,0.0034221071471028748,0.0160802886,Cattle,Milk,29.656718945182533,60922.92284050843,0.00012184584568101686,0.0004873833827240674
Republic of Moldova,cow_milk,331664.0,0.00011174267358417652,0.009144502927294707,0.00037534877327898876,0.0029518096,Cattle,Milk,29.656718945182533,11183.435383160477,2.2366870766320955e-05,8.946748306528382e-05
Romania,cow_milk,3663200.0,0.001234188099623581,0.10100023856452905,0.00414569451696775,0.03260248,Cattle,Milk,29.656718945182533,123520.069997327,0.000247040139994654,0.000988160559978616
Russian Federation,cow_milk,31091155.0,0.009253226808956795,0.9424015908050989,0.03219813906501315,0.2767112795,Cattle,Milk,29.656718945182533,1048367.9957135136,0.002096735991427027,0.008386943965708108
Rwanda,cow_milk,174149.0,3.488205640980492e-05,0.023894577074727585,0.0009255692755637201,0.0015499261000000001,Cattle,Milk,29.656718945182533,5872.160043121997,1.1744320086243994e-05,4.6977280344975974e-05
Saint Lucia,cow_milk,1035.0,4.592048084721948e-07,7.42146475706384e-05,2.7197548138670933e-06,9.2115e-06,Cattle,Milk,29.656718945182533,34.899342773322076,6.979868554664414e-08,2.791947421865766e-07
Saint Vincent and the Grenadines,cow_milk,1025.0,4.547680470376808e-07,7.34975978356564e-05,2.693476989578522e-06,9.1225e-06,Cattle,Milk,29.656718945182533,34.56215105570544,6.912430211141088e-08,2.764972084456435e-07
Samoa,cow_milk,2138.0,1.0829452055101677e-06,5.7825661308872324e-05,3.55585970888926e-06,1.9028200000000002e-05,Cattle,Milk,29.656718945182533,72.09158922643729,1.4418317845287458e-07,5.767327138114983e-07
Sao Tome and Principe,cow_milk,551.0,1.1036533704932274e-07,7.560142158826577e-05,2.928461666938138e-06,4.9039e-06,Cattle,Milk,29.656718945182533,18.57926364067678,3.7158527281353554e-08,1.4863410912541422e-07
Saudi Arabia,cow_milk,2393771.0,0.0011005035486727635,0.19177929565739246,0.019076862116215208,0.0213045619,Cattle,Milk,29.656718945182533,80715.97550708982,0.00016143195101417964,0.0006457278040567186
Senegal,cow_milk,132350.0,2.6509713899233877e-05,0.018159434023969103,0.0007034154294360481,0.001177915,Cattle,Milk,29.656718945182533,4462.73238265621,8.92546476531242e-06,3.570185906124968e-05
Serbia,cow_milk,1553839.0,0.000523512121241266,0.04284180762471863,0.0017585012618886908,0.013829167100000001,Cattle,Milk,29.656718945182533,52394.164130971985,0.00010478832826194397,0.00041915331304777587
Seychelles,cow_milk,81.0,1.6224305446452162e-08,1.1113820596460124e-05,4.3049980947729427e-07,7.209000000000001e-07,Cattle,Milk,29.656718945182533,2.7312529126947713,5.462505825389542e-09,2.185002330155817e-08
Sierra Leone,cow_milk,149459.0,2.9936647749645608e-05,0.020506919907732516,0.0007943465558600855,0.0013301851,Cattle,Milk,29.656718945182533,5039.633692326516,1.0079267384653032e-05,4.0317069538612126e-05
Slovakia,cow_milk,904260.0,0.0003046590224300119,0.024931883523793694,0.001023363650336661,0.008047914,Cattle,Milk,29.656718945182533,30490.89825720215,6.09817965144043e-05,0.0002439271860576172
Slovenia,cow_milk,623020.0,0.0002541749217713802,0.01495139675202605,0.0007686571982858227,0.0055448780000000005,Cattle,Milk,29.656718945182533,21007.71839095181,4.201543678190362e-05,0.00016806174712761447
Solomon Islands,cow_milk,3189.0,1.6153004024190484e-06,8.625165290645173e-05,5.303852484400304e-06,2.83821e-05,Cattle,Milk,29.656718945182533,107.530438747946,2.15060877495892e-07,8.60243509983568e-07
Somalia,cow_milk,410062.0,8.213544617263046e-05,0.05626364816574854,0.002179402628072571,0.0036495518000000003,Cattle,Milk,29.656718945182533,13826.9510109314,2.7653902021862796e-05,0.00011061560808745119
South Africa,cow_milk,2873000.0,0.0005754620931809515,0.3941976120201227,0.015269456205287243,0.0255697,Cattle,Milk,29.656718945182533,96875.18047126022,0.00019375036094252044,0.0007750014437700818
South Sudan,cow_milk,2860184.0,0.0013149305601317168,0.22914642752817355,0.02279388287142123,0.0254556376,Cattle,Milk,29.656718945182533,96443.03556596274,0.00019288607113192546,0.0007715442845277018
Spain,cow_milk,7460360.0,0.003043620460637434,0.1790356686349476,0.009204294269531668,0.066397204,Cattle,Milk,29.656718945182533,251557.16024384648,0.000503114320487693,0.002012457281950772
Sri Lanka,cow_milk,374016.0,0.0003068576179276372,0.0316776191810714,0.0013006241090534533,0.0033287424,Cattle,Milk,29.656718945182533,12611.509745610465,2.522301949122093e-05,0.00010089207796488372
Sudan,cow_milk,2988000.0,nan,nan,nan,0.0265932,Cattle,Milk,29.656718945182533,100752.88522385157,0.00020150577044770313,0.0008060230817908125
Suriname,cow_milk,3200.0,1.4197636590444668e-06,0.00022945591519424438,8.408903772342703e-06,2.8480000000000002e-05,Cattle,Milk,29.656718945182533,107.9013496373243,2.158026992746486e-07,8.632107970985944e-07
Sweden,cow_milk,2704390.0,0.001103316292718216,0.06490065786365082,0.003336568393425887,0.024069071,Cattle,Milk,29.656718945182533,91189.79092052608,0.00018237958184105218,0.0007295183273642087
Switzerland,cow_milk,3792200.0,0.0015471126742984626,0.09100620648299121,0.0046786649342549155,0.03375058,Cattle,Milk,29.656718945182533,127869.84315458163,0.00025573968630916325,0.001022958745236653
Syrian Arab Republic,cow_milk,1036887.0,0.0004766946475133402,0.0830712121319486,0.008263342788051171,0.0092282943,Cattle,Milk,29.656718945182533,34962.97085043634,6.992594170087267e-05,0.0002797037668034907
Tajikistan,cow_milk,1000563.0,0.00045999518423887106,0.0801610794854009,0.007973863159670093,0.0089050107,Cattle,Milk,29.656718945182533,33738.15565536566,6.747631131073132e-05,0.0002699052452429253
Thailand,cow_milk,1200000.0,0.0007302812596498628,0.051355223434960295,0.002272851267797439,0.01068,Cattle,Milk,29.656718945182533,40463.00611399661,8.092601222799323e-05,0.0003237040489119729
Togo,cow_milk,11646.0,2.332694583078789e-06,0.0015979204279799332,6.18963059404021e-05,0.0001036494,Cattle,Milk,29.656718945182533,392.69347433633715,7.853869486726743e-07,3.141547794690697e-06
Tonga,cow_milk,323.0,1.6360678268465117e-07,8.736056409151432e-06,5.372042497526805e-07,2.8747e-06,Cattle,Milk,29.656718945182533,10.891292479017421,2.1782584958034845e-08,8.713033983213938e-08
Trinidad and Tobago,cow_milk,7167.0,3.1798269201161543e-06,0.0005139095450616093,1.8833316667618794e-05,6.37863e-05,Cattle,Milk,29.656718945182533,241.66530401584478,4.833306080316896e-07,1.9333224321267583e-06
Tunisia,cow_milk,1410000.0,0.0006482282572679663,0.1129635236106225,0.011236820725066618,0.012549000000000001,Cattle,Milk,29.656718945182533,47544.03218394602,9.508806436789205e-05,0.0003803522574715682
Turkey,cow_milk,20782374.0,0.009554412822631982,1.6650001390310545,0.16562256090729477,0.1849631286,Cattle,Milk,29.656718945182533,700764.4385211369,0.0014015288770422739,0.005606115508169095
Turkmenistan,cow_milk,1777738.0,0.0008172907841269785,0.14242521172801473,0.014167463263928,0.015821868200000002,Cattle,Milk,29.656718945182533,59943.85296923676,0.00011988770593847352,0.00047955082375389406
Uganda,cow_milk,1793040.0,0.0003591460325642789,0.24601882570712175,0.00952967133808849,0.015958056,Cattle,Milk,29.656718945182533,60459.82373553374,0.00012091964747106748,0.00048367858988426993
